type	latitude	longitude	altitude (m)	name
T	-33.101773646	-71.645255939	269.8	
T	-33.101773646	-71.644632818	263.1	
T	-33.101773646	-71.644009697	259.8	
T	-33.101773646	-71.643386576	258.2	
T	-33.101773646	-71.642763454	257.4	
T	-33.101773646	-71.642140333	259.7	
T	-33.101773646	-71.641517212	263.7	
T	-33.101773646	-71.640894091	266.1	
T	-33.101773646	-71.640270970	258.8	
T	-33.101773646	-71.639647849	255.6	
T	-33.101773646	-71.639024727	258.7	
T	-33.101773646	-71.638401606	269.4	
T	-33.101773646	-71.637778485	276.2	
T	-33.101773646	-71.637155364	284.8	
T	-33.101773646	-71.636532242	293.5	
T	-33.101773646	-71.635909121	296.3	
T	-33.101773646	-71.635286000	300.3	
T	-33.101773646	-71.634662879	302.8	
T	-33.101773646	-71.634039758	303.2	
T	-33.101773646	-71.633416636	300.2	
T	-33.101773646	-71.632793515	294.4	
T	-33.101773646	-71.632170394	283.9	
T	-33.101773646	-71.631547273	269.4	
T	-33.101773646	-71.630924151	253.7	
T	-33.101773646	-71.630301030	246.6	
T	-33.101773646	-71.629677909	244.2	
T	-33.101773646	-71.629054788	245.7	
T	-33.101773646	-71.628431667	251.2	
T	-33.101773646	-71.627808546	257.1	
T	-33.101773646	-71.627185424	263.5	
T	-33.101773646	-71.626562303	269.5	
T	-33.101773646	-71.625939182	271.7	
T	-33.101773646	-71.625316061	274.2	
T	-33.101773646	-71.624692939	280.0	
T	-33.101773646	-71.624069818	289.5	
T	-33.101773646	-71.623446697	301.6	
T	-33.101773646	-71.622823576	314.0	
T	-33.101773646	-71.622200455	323.3	
T	-33.101773646	-71.621577333	328.5	
T	-33.101773646	-71.620954212	329.2	
T	-33.101773646	-71.620331091	327.7	
T	-33.101773646	-71.619707970	323.9	
T	-33.101773646	-71.619084848	317.4	
T	-33.101773646	-71.618461727	304.8	
T	-33.101773646	-71.617838606	298.3	
T	-33.101773646	-71.617215485	297.4	
T	-33.101773646	-71.616592364	301.1	
T	-33.101773646	-71.615969242	303.0	
T	-33.101773646	-71.615346121	311.4	
T	-33.101773646	-71.614723000	320.8	
T	-33.101773646	-71.614099879	329.1	
T	-33.101773646	-71.613476758	334.8	
T	-33.101773646	-71.612853636	336.8	
T	-33.101773646	-71.612230515	335.5	
T	-33.101773646	-71.611607394	331.5	
T	-33.101773646	-71.610984273	327.4	
T	-33.101773646	-71.610361152	329.9	
T	-33.101773646	-71.609738030	335.7	
T	-33.101773646	-71.609114909	342.5	
T	-33.101773646	-71.608491788	341.9	
T	-33.101773646	-71.607868667	347.3	
T	-33.101773646	-71.607245546	353.4	
T	-33.101773646	-71.606622424	357.2	
T	-33.101773646	-71.605999303	356.4	
T	-33.101773646	-71.605376182	359.3	
T	-33.101773646	-71.604753061	364.0	
T	-33.101773646	-71.604129939	369.7	
T	-33.101773646	-71.603506818	383.9	
T	-33.101773646	-71.602883697	396.3	
T	-33.101773646	-71.602260576	402.0	
T	-33.101773646	-71.601637454	397.4	
T	-33.101773646	-71.601014333	384.7	
T	-33.101773646	-71.600391212	385.0	
T	-33.101773646	-71.599768091	390.0	
T	-33.101773646	-71.599144970	393.4	
T	-33.101773646	-71.598521848	388.5	
T	-33.101773646	-71.597898727	387.1	
T	-33.101773646	-71.597275606	391.0	
T	-33.101773646	-71.596652485	401.1	
T	-33.101773646	-71.596029364	403.0	
T	-33.101773646	-71.595406242	400.6	
T	-33.101773646	-71.594783121	396.5	
T	-33.101773646	-71.594160000	392.6	
T	-33.102312232	-71.655849000	56.6	
T	-33.102312232	-71.655225879	75.1	
T	-33.102312232	-71.654602758	94.5	
T	-33.102312232	-71.653979636	113.3	
T	-33.102312232	-71.653356515	129.8	
T	-33.102312232	-71.652733394	144.4	
T	-33.102312232	-71.652110273	155.9	
T	-33.102312232	-71.651487152	167.2	
T	-33.102312232	-71.650864030	182.1	
T	-33.102312232	-71.650240909	202.0	
T	-33.102312232	-71.649617788	222.4	
T	-33.102312232	-71.648994667	239.9	
T	-33.102312232	-71.648371545	249.5	
T	-33.102312232	-71.647748424	263.8	
T	-33.102312232	-71.647125303	275.5	
T	-33.102312232	-71.646502182	283.9	
T	-33.102312232	-71.645879061	288.5	
T	-33.102312232	-71.645255939	284.2	
T	-33.102312232	-71.644632818	279.6	
T	-33.102312232	-71.644009697	275.8	
T	-33.102312232	-71.643386576	273.8	
T	-33.102312232	-71.642763454	272.9	
T	-33.102312232	-71.642140333	275.2	
T	-33.102312232	-71.641517212	277.5	
T	-33.102312232	-71.640894091	273.2	
T	-33.102312232	-71.640270970	264.8	
T	-33.102312232	-71.639647849	259.5	
T	-33.102312232	-71.639024727	259.4	
T	-33.102312232	-71.638401606	267.8	
T	-33.102312232	-71.637778485	279.0	
T	-33.102312232	-71.637155364	289.7	
T	-33.102312232	-71.636532242	297.8	
T	-33.102312232	-71.635909121	299.7	
T	-33.102312232	-71.635286000	295.5	
T	-33.102312232	-71.634662879	290.9	
T	-33.102312232	-71.634039758	286.2	
T	-33.102312232	-71.633416636	279.4	
T	-33.102312232	-71.632793515	272.2	
T	-33.102312232	-71.632170394	261.1	
T	-33.102312232	-71.631547273	247.6	
T	-33.102312232	-71.630924151	239.7	
T	-33.102312232	-71.630301030	241.5	
T	-33.102312232	-71.629677909	247.0	
T	-33.102312232	-71.629054788	253.6	
T	-33.102312232	-71.628431667	256.7	
T	-33.102312232	-71.627808546	262.2	
T	-33.102312232	-71.627185424	268.9	
T	-33.102312232	-71.626562303	275.3	
T	-33.102312232	-71.625939182	276.9	
T	-33.102312232	-71.625316061	277.8	
T	-33.102312232	-71.624692939	282.8	
T	-33.102312232	-71.624069818	292.2	
T	-33.102312232	-71.623446697	300.9	
T	-33.102312232	-71.622823576	311.9	
T	-33.102312232	-71.622200455	320.5	
T	-33.102312232	-71.621577333	324.7	
T	-33.102312232	-71.620954212	321.5	
T	-33.102312232	-71.620331091	316.9	
T	-33.102312232	-71.619707970	310.7	
T	-33.102312232	-71.619084848	303.1	
T	-33.102312232	-71.618461727	294.9	
T	-33.102312232	-71.617838606	293.5	
T	-33.102312232	-71.617215485	297.7	
T	-33.102312232	-71.616592364	305.9	
T	-33.102312232	-71.615969242	309.7	
T	-33.102312232	-71.615346121	314.3	
T	-33.102312232	-71.614723000	320.0	
T	-33.102312232	-71.614099879	326.4	
T	-33.102312232	-71.613476758	330.6	
T	-33.102312232	-71.612853636	332.6	
T	-33.102312232	-71.612230515	331.0	
T	-33.102312232	-71.611607394	325.8	
T	-33.102312232	-71.610984273	323.7	
T	-33.102312232	-71.610361152	330.3	
T	-33.102312232	-71.609738030	338.8	
T	-33.102312232	-71.609114909	345.1	
T	-33.102312232	-71.608491788	345.5	
T	-33.102312232	-71.607868667	348.3	
T	-33.102312232	-71.607245546	348.4	
T	-33.102312232	-71.606622424	343.6	
T	-33.102312232	-71.605999303	342.3	
T	-33.102312232	-71.605376182	347.2	
T	-33.102312232	-71.604753061	356.5	
T	-33.102312232	-71.604129939	369.5	
T	-33.102312232	-71.603506818	390.9	
T	-33.102312232	-71.602883697	402.3	
T	-33.102312232	-71.602260576	404.3	
T	-33.102312232	-71.601637454	397.2	
T	-33.102312232	-71.601014333	380.6	
T	-33.102312232	-71.600391212	376.1	
T	-33.102312232	-71.599768091	377.7	
T	-33.102312232	-71.599144970	381.3	
T	-33.102312232	-71.598521848	381.7	
T	-33.102312232	-71.597898727	385.3	
T	-33.102312232	-71.597275606	389.3	
T	-33.102312232	-71.596652485	391.4	
T	-33.102312232	-71.596029364	391.3	
T	-33.102312232	-71.595406242	389.0	
T	-33.102312232	-71.594783121	384.0	
T	-33.102312232	-71.594160000	375.8	
T	-33.102850818	-71.655849000	55.8	
T	-33.102850818	-71.655225879	67.6	
T	-33.102850818	-71.654602758	82.1	
T	-33.102850818	-71.653979636	97.0	
T	-33.102850818	-71.653356515	109.9	
T	-33.102850818	-71.652733394	123.0	
T	-33.102850818	-71.652110273	133.6	
T	-33.102850818	-71.651487152	144.4	
T	-33.102850818	-71.650864030	159.8	
T	-33.102850818	-71.650240909	179.1	
T	-33.102850818	-71.649617788	197.3	
T	-33.102850818	-71.648994667	213.5	
T	-33.102850818	-71.648371545	227.1	
T	-33.102850818	-71.647748424	246.4	
T	-33.102850818	-71.647125303	260.8	
T	-33.102850818	-71.646502182	271.3	
T	-33.102850818	-71.645879061	280.8	
T	-33.102850818	-71.645255939	286.0	
